1;0;127.00;9.50;63.00;0.00;2.56
2;0;383.00;9.50;31.00;0.00;1.28
3;0;639.00;9.50;63.00;0.00;2.56
4;0;895.00;9.50;31.00;0.00;1.28
5;0;1151.00;9.50;63.00;0.00;2.56
6;0;1407.00;9.50;31.00;0.00;1.28
7;0;1551.00;9.50;63.00;0.00;0.64
8;0;1711.00;9.50;63.00;0.00;2.56
9;0;1983.00;9.50;63.00;0.00;2.56
10;0;2239.00;9.50;63.00;0.00;2.56
11;0;2455.00;9.50;63.00;0.00;2.56
12;0;2567.00;9.50;39.00;0.00;0.96
13;0;2623.00;9.50;15.00;0.00;0.64
14;0;2708.00;9.50;19.00;0.00;1.28
15;0;2815.00;9.50;38.00;0.00;1.92
16;0;3065.00;9.50;45.00;0.00;1.92
17;0;3199.00;9.50;39.00;0.00;1.60
18;0;3336.00;9.50;46.00;0.00;1.92
19;0;3447.00;9.50;47.00;0.00;1.92
20;0;3551.00;9.50;47.00;0.00;2.88
21;0;3659.00;9.50;89.00;0.00;2.88
22;0;3775.00;9.50;103.00;0.00;2.56
23;0;3967.00;9.50;87.00;0.00;3.52
24;0;4223.00;9.50;71.00;0.00;2.88
25;0;4479.00;9.50;63.00;0.00;2.56
26;0;4735.00;9.50;71.00;0.00;2.88
27;0;4991.00;9.50;63.00;0.00;2.56
28;0;5247.00;9.50;71.00;0.00;2.88
29;0;5503.00;9.50;55.00;0.00;2.24
30;0;2637.00;9.50;54.00;0.00;1.12
31;0;2719.00;9.50;64.00;0.00;1.44
32;0;2820.00;9.50;112.00;0.00;1.24
33;0;2688.00;11.00;82.00;0.00;0.92
34;0;383.00;9.50;127.00;0.00;2.56
35;0;895.00;9.50;127.00;0.00;2.56
36;0;1407.00;9.50;127.00;0.00;2.56
37;0;2942.00;9.50;163.00;0.00;1.40
38;0;2991.00;9.50;111.00;0.00;1.92
39;0;2644.00;11.37;91.00;0.00;0.88
40;0;2586.00;9.50;169.00;0.00;2.24
41;0;2612.00;9.50;113.00;0.00;1.52
42;0;3183.00;9.50;111.00;0.00;1.28
43;0;3327.00;9.50;139.00;0.00;2.24
44;0;3562.00;9.50;178.00;0.00;3.68
